Class	Order	Family	Genus	species	Genus_species	Gaspar_code	Size_cm	Geo_range	Diet_level	Home_range	Activity	Level_water	Schooling
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblyeleotris	steinitzi	amblyeleotris_steinitzi	7195	13	55	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblyeleotris	stenotaeniata	amblyeleotris_stenotaeniata	62931	6,6	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblyeleotris	sungami	amblyeleotris_sungami	12699	10	9	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblyeleotris	wheeleri	amblyeleotris_wheeleri	7196	10	59	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblyeleotris	yanoi	amblyeleotris_yanoi	46531	13	22	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	clupeiformes	clupeidae	amblygaster	clupeoides	amblygaster_clupeoides	1499	21	19	PK	VMob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	clupeiformes	clupeidae	amblygaster	sirm	amblygaster_sirm	1501	27	65	PK	VMob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	aureus	amblyglyphidodon_aureus	5690	13	47	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	batunai	amblyglyphidodon_batunai	54180	10	23	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	curacao	amblyglyphidodon_curacao	5477	11	49	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	indicus	amblyglyphidodon_indicus	61068	8,3	19	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	leucogaster	amblyglyphidodon_leucogaster	5691	13	51	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	melanopterus	amblyglyphidodon_melanopterus	61069	10,1	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	orbicularis	amblyglyphidodon_orbicularis	61113	8,3	7	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	silolona	amblyglyphidodon_silolona	66865	12,5	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblyglyphidodon	ternatensis	amblyglyphidodon_ternatensis	5692	10	24	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	albimaculatus	amblygobius_albimaculatus	6675	18	30	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	buanensis	amblygobius_buanensis	56800	7,5	12	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	bynoensis	amblygobius_bynoensis	55505	10	20	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	decussatus	amblygobius_decussatus	7197	9,5	42	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	esakiae	amblygobius_esakiae	27553	8,5	16	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	hectori	amblygobius_hectori	7242	8,5		OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	linki	amblygobius_linki	6521	4,4	13	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	myersi	amblygobius_myersi	ird-748-g	7,4		OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	nocturnus	amblygobius_nocturnus	7243	10	53	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	phalaena	amblygobius_phalaena	7198	15	67	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	semicinctus	amblygobius_semicinctus	25417	11	17	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	sewardii	amblygobius_sewardii	66825	3		OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	sphynx	amblygobius_sphynx	7199	18	39	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	stethophthalmus	amblygobius_stethophthalmus	62722	8,5	20	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amblygobius	tekomaji	amblygobius_tekomaji	52957	3,8	16	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblypomacentrus	breviceps	amblypomacentrus_breviceps	9721	8,5	20	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amblypomacentrus	clarus	amblypomacentrus_clarus	61070	6	7	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	tetraodontiformes	tetraodontidae	amblyrhynchotes	honckenii	amblyrhynchotes_honckenii	8071	30	14	IM	VMob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	ammodytidae	ammodytoides	gilli	ammodytoides_gilli	46802	11,60000038	10	PK	Mob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	ammodytidae	ammodytoides	idai	ammodytoides_idai	65358	12,1		PK	Mob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	ammodytidae	ammodytoides	pylei	ammodytoides_pylei	57467	17,3	2	PK	VMob	Both	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	ammodytidae	ammodytoides	renniei	ammodytoides_renniei	15953	7,3	7	PK	VMob	Both	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	ammolabrus	dicrus	ammolabrus_dicrus	59627	9,41	2	PK	Mob	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amoya	madraspatensis	amoya_madraspatensis	25230	7	6	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	amoya	moloanus	amoya_moloanus	23582	6	18	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	amphichaetodon	howensis	amphichaetodon_howensis	12529	18	7	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	amphichaetodon	melbae	amphichaetodon_melbae	10293	11	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	akallopisos	amphiprion_akallopisos	8017	11	24	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	akindynos	amphiprion_akindynos	11959	9	9	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	allardi	amphiprion_allardi	11836	15	9	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	barberi	amphiprion_barberi	64181	8,58	4	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	bicinctus	amphiprion_bicinctus	11837	14	9	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	chagosensis	amphiprion_chagosensis	11838	11	2	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	chrysogaster	amphiprion_chrysogaster	11839	15	3	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	chrysopterus	amphiprion_chrysopterus	4551	17	38	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	clarkii	amphiprion_clarkii	5448	15	71	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	ephippium	amphiprion_ephippium	11840	14	11	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	frenatus	amphiprion_frenatus	6522	14	24	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	fuscocaudatus	amphiprion_fuscocaudatus	11842	14	2	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	latezonatus	amphiprion_latezonatus	9206	14	5	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	latifasciatus	amphiprion_latifasciatus	11844	13	4	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	leucokranos	amphiprion_leucokranos	9207	9	6	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	mccullochi	amphiprion_mccullochi	9208	12	3	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	melanopus	amphiprion_melanopus	4654	12	38	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	nigripes	amphiprion_nigripes	7809	11	3	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	ocellaris	amphiprion_ocellaris	6509	11	31	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	omanensis	amphiprion_omanensis	11856	14	4	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	pacificus	amphiprion_pacificus	65761	4,83		PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	percula	amphiprion_percula	9209	11	12	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	perideraion	amphiprion_perideraion	2024	10	58	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	polymnus	amphiprion_polymnus	8086	13	31	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	sandaracinos	amphiprion_sandaracinos	6523	14	33	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	sebae	amphiprion_sebae	11846	16	16	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	amphiprion	tricinctus	amphiprion_tricinctus	4655	12	1	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	tetraodontiformes	monacanthidae	anacanthus	barbatus	anacanthus_barbatus	8178	35	26	IM	VMob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	caeruleopunctatus	anampses_caeruleopunctatus	4888	42	103	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	chrysocephalus	anampses_chrysocephalus	4919	17	3	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	cuvier	anampses_cuvier	4916	31	3	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	elegans	anampses_elegans	4918	29	8	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	femininus	anampses_femininus	4892	24	16	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	geographicus	anampses_geographicus	4891	31	54	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	lineatus	anampses_lineatus	7800	13	28	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	melanurus	anampses_melanurus	5622	12	49	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	meleagrides	anampses_meleagrides	4889	22	81	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	neoguinaicus	anampses_neoguinaicus	4890	20	38	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	twistii	anampses_twistii	4893	18	84	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	anampses	viridis	anampses_viridis	4920	27,9	1	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	callionymidae	anaora	tentaculata	anaora_tentaculata	17464	6	18	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	allardicei	anarchias_allardicei	6483	17	41	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	cantonensis	anarchias_cantonensis	6484	20	21	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	euryurus	anarchias_euryurus	9029	25	5	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	galapagensis	anarchias_galapagensis	13779	14	11	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	leucurus	anarchias_leucurus	58622	11,5	9	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	longicauda	anarchias_longicauda	1022	17	5	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	longicaudis	anarchias_longicaudis	58601	60		IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	seychellensis	anarchias_seychellensis	6485	29	50	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	similis	anarchias_similis	2608	20	13	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	anarchias	supremus	anarchias_supremus	64573	19,1	1	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	andamia	amphibius	andamia_amphibius	59609	8	3	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	andamia	heteroptera	andamia_heteroptera	53821	6,4	16	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	andamia	reyi	andamia_reyi	7750	10	6	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	andamia	tetradactylus	andamia_tetradactylus	23771	7,9	9	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	anisochromis	kenyae	anisochromis_kenyae	23599	3,1	7	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	anisochromis	mascarenensis	anisochromis_mascarenensis	59730	2,52	2	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	anisochromis	straussi	anisochromis_straussi	12768	2,83	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	anisotremus	caesius	anisotremus_caesius	13701	30	10	IM	VMob	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	anisotremus	interruptus	anisotremus_interruptus	8253	51	16	IM	VMob	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	anisotremus	scapularis	anisotremus_scapularis	8255	40	9	OM	VMob	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	anisotremus	surinamensis	anisotremus_surinamensis	1123	76	23	IM	Mob	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	anisotremus	taeniatus	anisotremus_taeniatus	13703	31	15	IM	VMob	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	beryciformes	anomalopidae	anomalops	katoptron	anomalops_katoptron	7184	35	30	PK	Mob	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	antennablennius	australis	antennablennius_australis	8042	7	11	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	antennablennius	bifilum	antennablennius_bifilum	8041	7,5	17	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	analis	antennarius_analis	11144	7,8		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	avalonis	antennarius_avalonis	3083	33	16	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	bermudensis	antennarius_bermudensis	16680	7,599999905		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	biocellatus	antennarius_biocellatus	11113	14	21	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	coccineus	antennarius_coccineus	5402	13		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	commerson	antennarius_commerson	7293	38	53	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	dorehensis	antennarius_dorehensis	7294	14		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	duescus	antennarius_duescus	27298	3	9	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	hispidus	antennarius_hispidus	8074	20	40	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	indicus	antennarius_indicus	23738	23	12	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	maculatus	antennarius_maculatus	9259	15	28	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	multiocellatus	antennarius_multiocellatus	3084	20	23	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	nummifer	antennarius_nummifer	5403	13		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	ocellatus	antennarius_ocellatus	3085	38		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	pardalis	antennarius_pardalis	5072	10,19999981	4	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	pauciradiatus	antennarius_pauciradiatus	3086	6,300000191	10	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	pictus	antennarius_pictus	10276	30	59	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	randalli	antennarius_randalli	7295	8	18	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	rosaceus	antennarius_rosaceus	7296	5,8		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	sanguineus	antennarius_sanguineus	13451	8,199999809	19	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	scriptissimus	antennarius_scriptissimus	60321	28	9	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	senegalensis	antennarius_senegalensis	12804	28,5		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennarius	striatus	antennarius_striatus	5474	25	84	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennatus	coccineus	antennatus_coccineus	12834	13	91	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennatus	linearis	antennatus_linearis	59456	7,5	9	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennatus	nummifer	antennatus_nummifer	1149	13	74	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennatus	strigatus	antennatus_strigatus	13455	8	15	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	antennatus	tuberosus	antennatus_tuberosus	11150	9	46	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	anthias	anthias	anthias_anthias	1692	27	12	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	anthias	noeli	anthias_noeli	58687	29	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	anthias	tenuis	anthias_tenuis	3314	15		PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	anyperodon	leucogrammicus	anyperodon_leucogrammicus	4922	65	79	FC	Mob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	lutjanidae	aphareus	furca	aphareus_furca	81	70	90	FC	VMob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	lutjanidae	aphareus	rutilans	aphareus_rutilans	83	110		FC	VMob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	scorpaeniformes	apistidae	apistops	caloundra	apistops_caloundra	10317	19	10	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	apistidae	apistus	carinatus	apistus_carinatus	6383	20		IM	Mob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	apletodon	barbatus	apletodon_barbatus	65302	1,4	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	apletodon	dentatus_dentatus	apletodon_dentatus_dentatus	9196	4		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	apletodon	incognitus	apletodon_incognitus	51745	2,720000029	5	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	apletodon	pellegrini	apletodon_pellegrini	16734	5	7	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	apletodon	wirtzi	apletodon_wirtzi	63358	1,419999957	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	aplodactylidae	aplodactylus	etheridgii	aplodactylus_etheridgii	27509	45	4	HM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	abrogramma	apogon_abrogramma	25686	4,9	18	PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	affinis	apogon_affinis	3520	11	10	PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	amboinensis	apogon_amboinensis	7848	7	18	PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	americanus	apogon_americanus	27233	10,10000038	14	PK	Sed	Night	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	angustatus	apogon_angustatus	5766	11		PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	apogonides	apogon_apogonides	10294	10		PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	argyrogaster	apogon_argyrogaster	14881	14		PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	atradorsatus	apogon_atradorsatus	25507	8,899999619	3	PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	atricaudus	apogon_atricaudus	46600	8	3	PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	atripes	apogon_atripes	60369	9		PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	aureus	apogon_aureus	4837	14,5		PK	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	aurolineatus	apogon_aurolineatus	3521	6,5	8	PK	Sed	Night	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	apogon	axillaris	apogon_axillaris	17360	15	2	PK	Sed	Night	Low	SmallG
